Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""",Grand Total
Government,1,7331,McGuire College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,94,43,45,88,45,36,81,47.5,39,86.5,33,53.3,86.3,21.7,43,64.7,0,0,0,500.5,500.5
Government,1,7366,Swinburne Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,113.9,199.4,88.9,128.4,217.3,0,0,0,416.7,416.7
Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,12,29,41,32,31,63,29,34,63,42.5,72.6,115.1,36.1,56.1,92.2,0,0,0,404.3,404.3
Government,1,7395,Brauer Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,50,146,68,47,115,54,70,124,77,60,137,49.9,48.8,98.7,42.8,54.8,97.6,0,0,0,718.3,718.3
Government,1,7402,Wyndham Central Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,92,187,118.2,86,204.2,103,110,213,57,74.4,131.4,50,61,111,28.7,47,75.7,0,0,0,922.3,922.3
Government,1,7405,Weeroona College Bendigo,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,134,79,67,146,88,74,162,91,81.6,172.6,0,0,0,0,0,0,0,0,0,614.6,614.6
Government,1,7408,Whittlesea Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,70,162.4,61.2,52,113.2,88.2,68,156.2,90,75,165,93.7,57.9,151.6,40.9,48.9,89.8,0,0,0,838.2,838.2
Government,1,7505,Alexandra Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,62,36,27,63,28,22,50,29,24,53,22.6,23.7,46.3,8.9,21.9,30.8,0,0,0,305.1,305.1
Government,1,7526,Auburn High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,23,89,66,27,93,51.4,29,80.4,26,19,45,33.6,23.8,57.4,12.8,27.9,40.7,0,0,0,405.5,405.5
Government,1,7540,Ballarat High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,139,250,122,125,247,120,135,255,120,132,252,108,128.9,236.9,81.9,112.1,194,0,0,0,1434.9,1434.9
Government,1,7550,Balwyn High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,141,336,181,145,326,186,127,313,161,132,293,267.2,201.4,468.6,179.3,168,347.3,0,0,0,2083.9,2083.9
Government,1,7560,Bayswater Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,9,12,21,18,18.8,36.8,20.8,16,36.8,17.8,11.7,29.5,20.8,6.6,27.4,0,0,0,177.5,177.5
Government,1,7565,Beaufort Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,12,23,35,18,17,35,13,17,30,15,11.9,26.9,12,15.9,27.9,0,0,0,182.8,182.8
Government,1,7575,Beechworth Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,53,13,32.2,45.2,28,20,48,25,18,43,22.9,10,32.9,11.5,12.5,24,0,0,0,246.1,246.1
Government,1,7585,Belmont High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,82,200,113,97,210,100,103,203,123,105,228,112.2,103.8,216,123,81.8,204.8,0,0,0,1261.8,1261.8
Government,1,7595,Bendigo Senior Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.2,490.2,998.4,395.9,455.4,851.3,0,0,0,1849.7,1849.7
Government,1,7603,Berwick Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,160,302,145,130,275,157.1,158,315.1,154,110,264,131.9,118.7,250.6,90.8,109,199.8,0,0,0,1606.5,1606.5
Government,1,7610,Blackburn High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,114,264,124,112,236,119.2,106,225.2,100,91,191,108.6,82.2,190.8,78.4,64.9,143.3,0,0,0,1250.3,1250.3
Government,1,7635,Box Hill High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1,91,234.1,126,101,227,114,80,194,112,96,208,135,90,225,127.6,87.8,215.4,0,0,0,1303.5,1303.5
Government,1,7645,Braybrook College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,106,222,128,103,231,166,106,272,135,112,247,116,112,228,94.9,87.9,182.8,0,0,0,1382.8,1382.8
Government,1,7647,Brentwood Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,121,311,157,152,309,135,114,249,135,124,259,130,109.9,239.9,91,129.7,220.7,0,0,0,1588.6,1588.6
Government,1,7650,Brighton Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,95,208,111,94,205,86,76,162,138.8,83,221.8,163.7,112.9,276.6,101.7,67.8,169.5,0,0,0,1242.9,1242.9
Government,1,7655,Broadford Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,117,59,66,125,68,51,119,56,65,121,41,50.9,91.9,44,43.8,87.8,0,0,0,661.7,661.7
Government,1,7670,Buckley Park College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,74,172,89,67,156,87,74,161,81,74,155,87,83,170,87.9,79.8,167.7,0,0,0,981.7,981.7
Government,1,7680,Camberwell High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,47,171,145,62,207,145,54,199,143,77,220,147.4,76.9,224.3,130.5,66.4,196.9,0,0,0,1218.2,1218.2
Government,1,7690,Canterbury Girls Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,0,197,197,0,168,168,0,165,165,0,133.8,133.8,0,142.7,142.7,0,0,0,1001.5,1001.5
Government,1,7695,Casterton Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,12,15,27,17,15,32,15,11.9,26.9,10,11.8,21.8,5.4,12,17.4,0,0,0,144.1,144.1
Government,1,7720,Cheltenham Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,48,139,100,49,149,88,57,145,97.9,62,159.9,100.6,55.2,155.8,96.9,65.8,162.7,0,0,0,911.4,911.4
Government,1,7725,Cobram Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,65,29,36,65,30,40,70,37,33,70,31,21.8,52.8,22.8,40.9,63.7,0,0,0,386.5,386.5
Government,1,7735,Cohuna Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,42,15,16,31,19,15,34,24,18.9,42.9,26.8,21.5,48.3,14.8,18.6,33.4,0,0,0,231.6,231.6
Government,1,7747,Cranbourne Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,119,241,129,120,249,116,103,219,109,102,211,99,113,212,68.5,77.9,146.4,0,0,0,1278.4,1278.4
Government,1,7757,Croydon Community School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,10,2,12,17,10,27,23,16,39,20,10,30,9,2,11,0,0,0,131,131
Government,1,7763,Mount Alexander 7-12 College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,46,21,18,39,32,19,51,40,27,67,46,17,63,26.7,29,55.7,0,0,0,321.7,321.7
Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,11,10,21,18,11,29,13,13,26,16,18,34,12.6,16,28.6,0,0,0,167.6,167.6
Government,1,7773,East Doncaster Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,140,256,142,116,258,138,95,233,124,145,269,172.9,120.9,293.8,134,114,248,0,0,0,1557.8,1557.8
Government,1,7775,Donald High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29,11,9,20,16,7,23,18,9,27,16.9,14,30.9,6.9,10,16.9,0,0,0,146.8,146.8
Government,1,7776,Doncaster Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,107,231,133.4,124,257.4,126,120,246,130,138,268,130,118,248,113.9,93,206.9,0,0,0,1457.3,1457.3
Government,1,7785,Drouin Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,83,169,93,73,166,82,95,177,88,76.2,164.2,84,79.7,163.7,62.1,60.6,122.7,0,0,0,962.6,962.6
Government,1,7790,Eaglehawk Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,84,159,84,57,141,75,69,144,69,81,150,0,0,0,0,0,0,0,0,0,594,594
Government,1,7805,Eltham High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,118,250,134,122,256,113,116,229,121,121,242,102,76,178,102.6,99,201.6,0,0,0,1356.6,1356.6
Government,1,7810,Elwood College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,72,131,81,45,126,66,46,112,55,52,107,59.8,49.4,109.2,47.3,21.6,68.9,0,0,0,654.1,654.1
Government,1,7813,Epping Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,128,275,134,131,265,100,82,182,127,104,231,81.8,104.9,186.7,66.9,74,140.9,0,0,0,1280.6,1280.6
Government,1,7820,Euroa Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,66,22,26,48,42,22,64,36,20,56,32.9,29.7,62.6,26,32.2,58.2,0,0,0,354.8,354.8
Government,1,7823,Fairhills High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46,91,50,52,102,46,60,106,63,71,134,57.4,74.7,132.1,46.2,58.5,104.7,0,0,0,669.8,669.8
Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,204,445,203,186,389,185.2,195,380.2,197.5,177.6,375.1,0,0,0,0,0,0,0,0,0,1589.3,1589.3
Government,1,7841,Gilmore College For Girls,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,34,34,0,39,39,0,34,34,0,38,38,0,42.6,42.6,0,0,0,203.6,203.6
Government,1,7845,Foster Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43,25,28,53,25.6,26,51.6,13,21,34,31,17.7,48.7,15.9,30,45.9,0,0,0,276.2,276.2
Government,1,7850,Frankston High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,146,306,158,146.8,304.8,149,138.8,287.8,143.9,150,293.9,168.9,174.9,343.8,134.7,146,280.7,0,0,0,1817,1817
Government,1,7855,Geelong High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,82,170,103,65,168,99,68,167,120,70,190,75,53,128,56,70.2,126.2,0,0,0,949.2,949.2
Government,1,7856,North Geelong Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,73,187,85,58,143,97,70,167,96,67,163,90,60,150,58,50,108,0,0,0,918,918
Government,1,7857,Gisborne Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,108,203,86,100,186,110,92.6,202.6,67,90,157,83.9,78,161.9,74.4,89.7,164.1,0,0,0,1074.6,1074.6
Government,1,7858,Gladstone Park Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,141,287,147,137,284,138,138,276,154,131,285,144.9,116,260.9,103,135,238,0,0,0,1630.9,1630.9
Government,1,7874,Bundoora Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,32,27,59,28,24,52,33,38,71,42,48,90,31,31,62,0,0,0,370,370
Government,1,7893,Western Port Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,90,52,43,95,48,46,94,64,56,120,52,31.9,83.9,49.8,46.7,96.5,0,0,0,579.4,579.4
Government,1,7900,Healesville High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,44,43.4,36,79.4,38,36.4,74.4,43,37,80,28,35.6,63.6,29.9,20.6,50.5,0,0,0,391.9,391.9
Government,1,7910,Heywood District Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15.4,31.4,15,15,30,11,18,29,13,11,24,12.9,13.7,26.6,14.8,7.7,22.5,0,0,0,163.5,163.5
Government,1,7918,Highvale Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,166,92,83,175,111,81,192,87,97,184,83,95,178,80,90,170,0,0,0,1065,1065
Government,1,7945,Kerang Technical High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42,27,17,44,22,39,61,41,35,76,26.5,24.9,51.4,16.6,20.8,37.4,0,0,0,311.8,311.8
Government,1,7947,Kensington Community High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,8,15,9,14,23,8,9,17,11,10,21,17,9,26,0,0,0,106,106
Government,1,7950,Kew High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,81,216,117,77,194,115,76,191,109,60,169,119,90,209,95.9,91,186.9,0,0,0,1165.9,1165.9
Government,1,7954,Koonung Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,55,153,93,73,166,81,60,141,96,70,166,89.9,62,151.9,87.7,78,165.7,0,0,0,943.6,943.6
Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98,183,74,82,156,106,80,186,70,91,161,60.7,72.6,133.3,45.6,78.2,123.8,0,0,0,943.1,943.1
Government,1,7960,Korumburra Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,57,46,32,78,31,31,62,21,34,55,25.9,15.7,41.6,20,19,39,0,0,0,332.6,332.6
Government,1,7965,Kyabram P-12 College,Pri/Sec,O,28,26,54,38,22,60,33,31,64,45,35,80,19,27,46,34,24,58,42,24,66,0,0,0,428,44,49,93,52,45,97,50,46,96,56,37,93,48,37,85,36.9,31,67.9,0,0,0,531.9,959.9
Government,1,7970,Kyneton Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,76,37,55,92,46,40,86,48,33,81,31,32.9,63.9,51.1,27.1,78.2,0,0,0,477.1,477.1
Government,1,7985,Lalor Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,104,199,110,79,189,87,98,185,84,93,177,94,75,169,62,64,126,0,0,0,1045,1045
Government,1,7986,Lalor North Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,54,33,35,68,26,42,68,34,41,75,38.8,37,75.8,36.8,43.6,80.4,0,0,0,421.2,421.2
Government,1,7995,Lilydale High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,166,344,152,165,317,200,164,364,179,175,354,139.6,161.8,301.4,125.5,168.1,293.6,0,0,0,1974,1974
Government,1,7997,Lorne P-12 College,Pri/Sec,O,7,5,12,5,8,13,6,7,13,8,2,10,3,6,9,7,6,13,5,4,9,0,0,0,79,9,4,13,9,7,16,10,4,14,11,7,18,17,9,26,11,8.6,19.6,0,0,0,106.6,185.6
Government,1,8000,Lyndale Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,127,67,64,131,88,88,176,99,79,178,96,78,174,55.3,65.9,121.2,0,0,0,907.2,907.2
Government,1,8003,Lynall Hall Community School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,7,6,5,11,10,5,15,7,2.8,9.8,4,10,14,17,1,18,76.8,76.8
Government,1,8005,Maffra Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,103,56.1,53.1,109.2,50,51.1,101.1,54.1,53.2,107.3,47.8,37.8,85.6,27.7,30.6,58.3,0,0,0,564.5,564.5
Government,1,8010,Mansfield Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,80,32,26,58,37,41,78,37,38,75,30.8,35.7,66.5,38.9,28,66.9,0,0,0,424.4,424.4
Government,1,8015,Maribyrnong Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,99,230,125,94,219,116,102,218,138,77,215,116,84.7,200.7,85,69,154,0,0,0,1236.7,1236.7
Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,115,115,0,91,91,0,80.8,80.8,0,109.2,109.2,0,104.3,104.3,0,0,0,621.3,621.3
Government,1,8025,Melbourne High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,306,363,0,363,333.6,0,333.6,365.9,0,365.9,0,0,0,1368.5,1368.5
Government,1,8027,Melton Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,94,193,112,79,191,108,100,208,95,90,185,89,86,175,50.9,53.9,104.8,0,0,0,1056.8,1056.8
Government,1,8030,Mentone Girls Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,0,205,205,0,194,194,0,200,200,0,183.9,183.9,0,167.8,167.8,0,0,0,1167.7,1167.7
Government,1,8045,Mildura Senior College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.2,280.2,528.4,180.7,210,390.7,0,0,0,919.1,919.1
Government,1,8050,Mirboo North Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,68,27,32,59,20,30,50,21,27,48,24.7,23.2,47.9,16,31.5,47.5,0,0,0,320.4,320.4
Government,1,8065,Monbulk College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,114,50,59,109,56,66,122,45,47,92,35.6,39.4,75,20.8,31,51.8,0,0,0,563.8,563.8
Government,1,8068,Montmorency Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,109,209,84,80,164,80,75,155,69,63,132,66,53,119,47,56.5,103.5,0,0,0,882.5,882.5
Government,1,8071,Mooroolbark College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,88,185,134,129.4,263.4,105,69,174,88,74.9,162.9,115.6,102,217.6,68.6,79.5,148.1,0,0,0,1151,1151
Government,1,8073,Mooroopna Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,51,24,25,49,29,35,64,32,25,57,35.2,25.3,60.5,26.8,34.1,60.9,0,0,0,342.4,342.4
Government,1,8075,Mordialloc College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,78,189,90,51,141,88,57,145,66,37,103,50.7,36.6,87.3,61.9,44.6,106.5,0,0,0,771.8,771.8
Government,1,8100,Mount Beauty Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,30,16,14,30,15,11,26,14,11,25,8.9,22.1,31,16,11.5,27.5,0,0,0,169.5,169.5
Government,1,8102,Mount Eliza Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,58,93,44,45,89,42,36,78,44,50,94,38.8,51.9,90.7,52,39.8,91.8,0,0,0,536.5,536.5
Government,1,8105,Mount Waverley Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,136,304,176,142,318,169,139,308,156,147,303,174,136,310,157.6,125.9,283.5,0,0,0,1826.5,1826.5
Government,1,8125,Mckinnon Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,166,384,198,167,365,178,154,332,181,177,358,183,155.9,338.9,173,144,317,0,0,0,2094.9,2094.9
Government,1,8135,MacRobertson Girls High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,239,239,0,243,243,0,257.6,257.6,0,0,0,964.6,964.6
Government,1,8140,Nathalia Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,12,8,20,12,9,21,11,14,25,17,16,33,8,9,17,0,0,0,139,139
Government,1,8145,Neerim District Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,18,12,30,14,12,26,14,12,26,11,11,22,10,8,18,0,0,0,149,149
Government,1,8151,Newcomb Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,76,24,29,53,27,38,65,53,27,80,39,46,85,41,31,72,0,0,0,431,431
Government,1,8180,Northcote High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,138,300,140,139,279,153,137,290,148,141,289,154.7,137.6,292.3,154.5,126.8,281.3,0,0,0,1731.6,1731.6
Government,1,8185,Norwood Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,99,196,83,84,167,104,80,184,112,83,195,84.9,85,169.9,82.9,58.9,141.8,0,0,0,1053.7,1053.7
Government,1,8190,Numurkah Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,23,22,45,34,23,57,24,21,45,21.8,19.6,41.4,22.7,11.9,34.6,0,0,0,259,259
Government,1,8210,Oberon High School,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,78,52,47,99,59,47,106,67,44,111,40.6,36.4,77,47.9,48.5,96.4,0,0,0,567.4,567.4
Government,1,8215,Orbost Secondary College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,54,25.8,12,37.8,18.8,22,40.8,25,23.9,48.9,13,15,28,21,13,34,0,0,0,243.5,243.5
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,7,15,22,8,9,17,9,8,17,8,5,13,8,11,19,9,10,19,13,14,27,0,0,0,134,11,6,17,13,7,20,9,7,16,12,11,23,11,11,22,10,6,16,0,0,0,114,248
