"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Government",1,8135,"MacRobertson Girls High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","298","298","0","295","295","0","243","243","0","247.6","247.6","0","0","0","1083.6","1083.6",2021,"F"
"Government",1,8140,"Nathalia Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","4","19","6","11","17","12","6","18","6","16","22","9","16.9","25.9","3","7","10","0","0","0","111.9","111.9",2021,"F"
"Government",1,8145,"Neerim District Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","16","39","26","25","51","25","20","45","10","21","31","6.9","15","21.9","11","13.9","24.9","0","0","0","212.8","212.8",2021,"F"
"Government",1,8151,"Newcomb Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","39","84","59","41","100","55","40","95","56","22","78","32.9","38","70.9","20","34","54","0","0","0","481.9","481.9",2021,"F"
"Government",1,8180,"Northcote High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165","125","290","173","140","313","170","142","312","156","143","299","156","157","313","136","156","292","0","0","0","1819","1819",2021,"F"
"Government",1,8185,"Norwood Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","116","214","103","101","204","99","74","173","91","80.1","171.1","81.8","91.9","173.7","66.7","85","151.7","0","0","0","1087.5","1087.5",2021,"F"
"Government",1,8190,"Numurkah Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","31","52","37","29","66","30","14","44","18","27","45","13","14","27","18","17.8","35.8","0","0","0","269.8","269.8",2021,"F"
"Government",1,8210,"Oberon High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","83","193","102","72","174","89","73","162","78","51.9","129.9","49.3","44.9","94.2","36.8","34.8","71.6","0","0","0","824.7","824.7",2021,"F"
"Government",1,8215,"Orbost Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","19","44","30","21","51","20","21","41","22","12","34","27.9","11.8","39.7","11","9.5","20.5","0","0","0","230.2","230.2",2021,"F"
"Government",1,8220,"Ouyen P-12 College","Pri/Sec","O","3","13","16","11","3","14","7","8","15","3","4","7","6","13","19","12","11","23","8","7","15","0","0","0","109","13","11","24","7","10","17","6","10","16","12","14","26","9.8","7","16.8","8","5.8","13.8","0","0","0","113.6","222.6",2021,"F"
"Government",1,8223,"Pakenham Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","73","161","89","67","156","74","83","157","79","66","145","67.9","67.7","135.6","24.8","34.9","59.7","0","0","0","814.3","814.3",2021,"F"
"Government",1,8224,"Edenbrook Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","49","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","112",2021,"F"
"Government",1,8225,"Parkdale Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.1","131","278.1","208","144","352","192","122","314","175","139.3","314.3","151.9","118.8","270.7","137","123.5","260.5","0","0","0","1789.6","1789.6",2021,"F"
"Government",1,8227,"Pascoe Vale Girls Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129","129","0","167","167","0","158","158","0","152","152","0","169.7","169.7","0","132.8","132.8","0","0","0","908.5","908.5",2021,"F"
"Government",1,8231,"Prahran High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","46","130","59","52","111","54","46","100","0","0","0","0","0","0","0","0","0","0","0","0","341","341",2021,"F"
"Government",1,8241,"Preston High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","80","163","90","95","185","62","72","134","0","0","0","0","0","0","0","0","0","0","0","0","482","482",2021,"F"
"Government",1,8245,"Princes Hill Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76","74","150","73","65","138","90","55","145","70","81","151","70","64","134","86.7","64.4","151.1","0","0","0","869.1","869.1",2021,"F"
"Government",1,8246,"Homestead Senior Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","38","98","79","57","136","0","0","0","0","0","0","234","234",2021,"F"
"Government",1,8250,"Bellarine Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","108","224","146","85","231","126","102","228","120.6","110.6","231.2","113","106","219","70.7","74.6","145.3","0","0","0","1278.5","1278.5",2021,"F"
"Government",1,8256,"Rainbow P-12 College","Pri/Sec","O","4","4","8","2","1","3","4","2","6","4","4","8","3","5","8","8","7","15","5","2","7","0","0","0","55","6","3","9","6","6","12","5","7","12","5","4","9","3","3.9","6.9","5","4.7","9.7","0","0","0","58.6","113.6",2021,"F"
"Government",1,8260,"Red Cliffs Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","47","90","59","44","103","44","53","97","37","50","87","25","18.8","43.8","26.9","17.8","44.7","0","0","0","465.5","465.5",2021,"F"
"Government",1,8270,"Ringwood Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","128","264","127","152","279","145","133","278","138","137","275","133.9","128.7","262.6","115.3","126.5","241.8","0","0","0","1600.4","1600.4",2021,"F"
"Government",1,8271,"Richmond High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","33","114","82","35.4","117.4","84","27.2","111.2","69.5","43.2","112.7","0","0","0","0","0","0","0","0","0","455.3","455.3",2021,"F"
"Government",1,8276,"Robinvale College","Pri/Sec","O","7","8","15","8","9","17","14","8","22","12","6","18","9","9","18","8","9","17","15","15","30","0","0","0","137","9","13","22","17","16","33","16","17","33","19","23","42","20","9.8","29.8","13","7","20","0","0","0","179.8","316.8",2021,"F"
"Government",1,8280,"Rochester Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","37","69","28","15","43","33","26","59","25","32","57","22.5","26.6","49.1","13","22.5","35.5","0","0","0","312.6","312.6",2021,"F"
"Government",1,8290,"Rosebud Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","92","171","97","109","206","73","53","126","88","76","164","67","56","123","50","46","96","0","0","0","886","886",2021,"F"
"Government",1,8300,"Rutherglen High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","17","48","20","39","59","28","36","64","15","18","33","18.7","23","41.7","8.9","20.3","29.2","0","0","0","274.9","274.9",2021,"F"
"Government",1,8303,"Saltwater P-9 College","Pri/Sec","O","105","102","207","120","99","219","108","106","214","74","42","116","71","58","129","69","58","127","55","58","113","0","0","0","1125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1125",2021,"F"
"Government",1,8307,"Scoresby Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","23","48","22","26","48","26","25","51","31","20","51","22","20","42","22","11","33","0","0","0","273","273",2021,"F"
"Government",1,8330,"St Albans Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","138","280","166","116","282","148","151","299","114","128","242","134","119","253","98","133","231","0","0","0","1587","1587",2021,"F"
"Government",1,8335,"St Arnaud Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","22","14","15","29","12","7","19","17.4","9","26.4","9.9","7.7","17.6","2","12","14","0","0","0","128","128",2021,"F"
"Government",1,8337,"Oakwood School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6.4","5","11.4","19.5","25","44.5","62","59","121","76.3","54.5","130.8","40.1","52.1","92.2","0","0","0","400.9","400.9",2021,"F"
"Government",1,8345,"Strathmore Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","136","337","181","153","334","175","164","339","202","154","356","154.9","136","290.9","130","127","257","0","0","0","1913.9","1913.9",2021,"F"
"Government",1,8350,"Sunbury College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","107","200","118","113","231","107","96","203","99","104.9","203.9","71.7","79.5","151.2","40.2","83","123.2","0","0","0","1112.3","1112.3",2021,"F"
"Government",1,8368,"Sydney Road Community School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4","4","9.4","10.4","3","13.4","4","3","7","13","7","20","11.4","8.8","20.2","14.8","11","25.8","0","0","0","95.8","95.8",2021,"F"
"Government",1,8370,"Tallangatta Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","39","72","32","32","64","40","23","63","23","28","51","26.9","25.9","52.8","15.7","27.5","43.2","0","0","0","346","346",2021,"F"
"Government",1,8383,"Thomastown Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","50","92","48","48","96","42","56","98","55","49","104","51.8","44","95.8","57","51.9","108.9","0","0","0","594.7","594.7",2021,"F"
"Government",1,8395,"Trafalgar High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","54","129","73","69","142","77","80","157","66","60","126","64","60","124","40","44","84","0","0","0","762","762",2021,"F"
"Government",1,8397,"Dohertys Creek P-9 College","Pri/Sec","O","106","75","181","76","68","144","60","53","113","42","39","81","47","34","81","41","32","73","11","16","27","0","0","0","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700",2021,"F"
"Government",1,8405,"University High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152","124","276","146","120","266","145","123","268","144","109","253","165.6","141.9","307.5","171.2","117.7","288.9","0","0","0","1659.4","1659.4",2021,"F"
"Government",1,8407,"Roxburgh College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","74","167","110.4","74","184.4","119","84","203","104","112","216","114","132","246","117","92","209","33","31","64","1289.4","1289.4",2021,"F"
"Government",1,8410,"Upper Yarra Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","66","143","59","57","116","78","49","127","61","44","105","39.9","36.7","76.6","22.6","30.7","53.3","0","0","0","620.9","620.9",2021,"F"
"Government",1,8415,"Upwey High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","62","143","69","82","151","79","98","177","83","69","152","65.8","56.9","122.7","54.9","47.7","102.6","0","0","0","848.3","848.3",2021,"F"
"Government",1,8420,"Vermont Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","116","262","127","152","279","125","121","246","124","156","280","129","112","241","114.7","119.8","234.5","0","0","0","1542.5","1542.5",2021,"F"
"Government",1,8421,"Kambrya College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","149","317","187","148","335","143","148","291","145","138","283","151","124","275","106","98.8","204.8","0","0","0","1705.8","1705.8",2021,"F"
"Government",1,8423,"Carrum Downs Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","71","145","101","83","184","108","68","176","66","69","135","75","65","140","63.9","58","121.9","0","0","0","901.9","901.9",2021,"F"
"Government",1,8425,"Wangaratta High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","59","127","70","59","129","55","55","110","54","54","108","44.5","52.9","97.4","28.9","52.5","81.4","0","0","0","652.8","652.8",2021,"F"
"Government",1,8428,"Wantirna College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","130","258","132","146","278","129","126","255","144","116","260","115.7","113.9","229.6","103.6","111.8","215.4","0","0","0","1496","1496",2021,"F"
"Government",1,8430,"Warracknabeal Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","19","38","27","17","44","14","22","36","13","18","31","16","6","22","6.8","10.6","17.4","0","0","0","188.4","188.4",2021,"F"
"Government",1,8437,"Warrandyte High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","34","78","28","19","47","26","23","49","52","38","90","28.8","32.5","61.3","33.9","29.9","63.8","0","0","0","389.1","389.1",2021,"F"
"Government",1,8462,"Wellington Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185","136","321","183","150","333","170","121","291","172","121","293","179","142","321","160.9","147.6","308.5","0","0","0","1867.5","1867.5",2021,"F"
"Government",1,8465,"Werribee Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","120","232","131","114","245","133","129","262","136","139","275","141","152","293","126.9","119.9","246.8","0","0","0","1553.8","1553.8",2021,"F"
"Government",1,8466,"Bairnsdale Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","112","236","106","113","219","127","110.4","237.4","92","108","200","78.8","74.6","153.4","43.6","76.3","119.9","0","0","0","1165.7","1165.7",2021,"F"
"Government",1,8470,"Westall Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","24","53","45","40","85","38","52","90","50","42","92","51.9","57","108.9","54.2","59.9","114.1","0","0","0","543","543",2021,"F"
"Government",1,8474,"Wheelers Hill Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","80","145","57","63","120","54.4","70","124.4","58.4","75","133.4","55.7","37","92.7","50","46","96","0","0","0","711.5","711.5",2021,"F"
"Government",1,8475,"Williamstown High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","112","252","145","102","247","151","121","272","120","131","251","122.6","122.3","244.9","119.8","120.6","240.4","0","0","0","1507.3","1507.3",2021,"F"
"Government",1,8480,"Wodonga Senior Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","11","10","10.2","20.2","180","193.9","373.9","193.4","199.9","393.3","161.5","179.8","341.3","0","0","0","1139.7","1139.7",2021,"F"
"Government",1,8490,"Yarram Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","33","60","30","25","55","31","25","56","33.9","25.9","59.8","24.8","20","44.8","35.9","26.9","62.8","0","0","0","338.4","338.4",2021,"F"
"Government",1,8491,"Woodmans Hill Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","48","111","54.4","59","113.4","64","33","97","37","35","72","29.7","23.7","53.4","18","19.5","37.5","0","0","0","484.3","484.3",2021,"F"
"Government",1,8500,"Yea High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","34","60","31","12","43","29","26.4","55.4","27.9","19","46.9","35.2","38.4","73.6","14.7","22.8","37.5","0","0","0","316.4","316.4",2021,"F"
"Government",1,8704,"Glen Eira College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","74","191","102","73","175","76","78","154","74","65","139","55.7","53.4","109.1","53.8","50","103.8","0","0","0","871.9","871.9",2021,"F"
"Government",1,8705,"Craigieburn Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","83","189","119","89","208","123","98","221","126","88","214","96.9","92","188.9","80","80.9","160.9","0","0","0","1181.8","1181.8",2021,"F"
"Government",1,8707,"Emerald Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.8","75","149.8","69","72","141","76","55","131","70","68","138","51.8","51.8","103.6","31.9","46.7","78.6","0","0","0","742","742",2021,"F"
"Government",1,8708,"Reservoir High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","56","116","70","50","120","53","63","116","73","50","123","69","48","117","51.5","47.9","99.4","0","0","0","691.4","691.4",2021,"F"
"Government",1,8709,"Hampton Park Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","99","189","101","99","200","108.1","97","205.1","105.8","97","202.8","95","88","183","67.4","69","136.4","0","0","0","1116.3","1116.3",2021,"F"
"Government",1,8710,"Hoppers Crossing Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","130","280","157","152","309","148","119","267","151","144","295","105","107","212","85","118","203","0","0","0","1566","1566",2021,"F"
"Government",1,8715,"Keilor Downs Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","106","215","121","101","222","123","111","234","125","79","204","139","119","258","115","132.9","247.9","0","0","0","1380.9","1380.9",2021,"F"
"Government",1,8716,"Kurnai College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118","84","202","105.8","84","189.8","114","78","192","104","85","189","105.8","110.6","216.4","85.9","97.5","183.4","0","0","0","1172.6","1172.6",2021,"F"
"Government",1,8718,"Kurunjang Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","67","150","103","96","199","81","90","171","98","76","174","83.8","71","154.8","41.9","53.8","95.7","0","0","0","944.5","944.5",2021,"F"
"Government",1,8720,"Lakes Entrance Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","29","57","25","28","53","30","29","59","22","23.8","45.8","19.8","14","33.8","14","16.8","30.8","0","0","0","279.4","279.4",2021,"F"
"Government",1,8722,"Elisabeth Murdoch College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165","160","325","168","153","321","169","176","345","163","161.8","324.8","135.6","142.5","278.1","110","125.8","235.8","0","0","0","1829.7","1829.7",2021,"F"
"Government",1,8723,"Sunbury Downs Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","46","108","64","43","107","51","41","92","61","54","115","71.7","37.9","109.6","47","55.9","102.9","0","0","0","634.5","634.5",2021,"F"
"Government",1,8724,"Forest Hill College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","36","89","58","48","106","67","39","106","58","33","91","39","40.5","79.5","63.9","41.8","105.7","0","0","0","577.2","577.2",2021,"F"
"Government",1,8725,"Patterson River Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","115","242","129","102","231","125","106","231","118","108","226","84.8","82.8","167.6","66.9","75.9","142.8","0","0","0","1240.4","1240.4",2021,"F"
"Government",1,8730,"St Helena Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151","130","281","122","132","254","142","152","294","148","124","272","131","115","246","123","128","251","0","0","0","1598","1598",2021,"F"
"Government",1,8731,"Stawell Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","30","73","41","17","58","39","39","78","43","37","80","27","34.4","61.4","18.8","24","42.8","0","0","0","393.2","393.2",2021,"F"
"Government",1,8734,"Rowville Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162","138","300","187","141","328","159","164","323","165","169","334","144.3","138.9","283.2","150.9","118.4","269.3","0","0","0","1837.5","1837.5",2021,"F"
"Government",1,8736,"Wonthaggi Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","134","273","159","143","302","146","139","285","128","121","249","101.9","108.9","210.8","78.1","85.5","163.6","0","0","0","1483.4","1483.4",2021,"F"
"Government",1,8739,"Sandringham College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","65","140","101","68","169","92","48","140","59.8","79.6","139.4","113.5","73.6","187.1","100.8","68.7","169.5","0","0","0","945","945",2021,"F"
"Government",1,8742,"Fitzroy High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","45","97","50","41","91","42","51","93","56","58","114","65.3","45.4","110.7","54.9","32.7","87.6","0","0","0","593.3","593.3",2021,"F"
"Government",1,8743,"Ashwood High School","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","69","141","99","69","168","68","54","122","54","42","96","48","44","92","22.9","12.9","35.8","0","0","0","654.8","654.8",2021,"F"
"Government",1,8744,"Mullauna Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","48","98","67","57","124","60","53","113","35","46","81","32.7","27.6","60.3","29.3","21.7","51","0","0","0","527.3","527.3",2021,"F"
"Government",1,8745,"Leongatha Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","48","99","55.4","63","118.4","50","70","120","53","40","93","49.9","58.6","108.5","31","47","78","0","0","0","616.9","616.9",2021,"F"
"Government",1,8746,"Diamond Valley College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","88","183","76","99","175","69","56","125","48","59","107","34.7","36.5","71.2","40.3","34","74.3","0","0","0","735.5","735.5",2021,"F"
"Government",1,8747,"Blackburn English Language School","Language","O","11","1","12","11","8","19","2","7","9","7","1","8","5","2","7","7","3","10","2","4","6","0","0","0","71","7","3","10","4","3","7","1","4","5","6","4","10","0","0","0","0","0","0","0","0","0","32","103",2021,"F"
"Government",1,8748,"Collingwood English Language School","Language","O","3","0","3","15","2","17","10","12","22","7","8","15","14","10","24","15","12","27","13","12","25","0","0","0","133","14","9","23","12","8","20","16","8","24","17","16","33","8","8","16","1","11","12","0","0","0","128","261",2021,"F"
"Government",1,8749,"Noble Park English Language School","Language","O","15","10","25","14","14","28","12","16","28","17","17","34","19","18","37","22","18","40","26","15","41","0","0","0","233","24","21","45","26","15","41","27","26","53","56","54","110","0","0","0","0","0","0","0","0","0","249","482",2021,"F"
"Government",1,8750,"Greensborough Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","43","94","61","38","99","39.9","32.8","72.7","31","29","60","40","19.5","59.5","32.7","30","62.7","0","0","0","447.9","447.9",2021,"F"
"Government",1,8753,"Ararat Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","22","50","36","28","64","31","32","63","19","17","36","30","21.9","51.9","14.9","13","27.9","0","0","0","292.8","292.8",2021,"F"
"Government",1,8775,"Mill Park Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","92","199","108","91","199","90","97","187","116","110","226","108","121","229","155","151","306","0","0","0","1346","1346",2021,"F"
"Government",1,8777,"Bacchus Marsh College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.2","95","195.2","120","101","221","105","98","203","80","84","164","61","49.8","110.8","54","44.7","98.7","0","0","0","992.7","992.7",2021,"F"
"Government",1,8783,"The Grange P-12 College","Pri/Sec","O","40","47","87","48","52","100","55","64","119","68","78","146","68","68","136","48","53","101","70","58","128","0","0","0","817","113","80","193","96","82","178","104","85","189","95","72","167","86","69","155","66","63","129","0","0","0","1011","1828",2021,"F"
"Government",1,8784,"Springside West Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","109","234","130","134","264","106","97","203","83","77","160","24","25","49","29","23.8","52.8","0","0","0","962.8","962.8",2021,"F"
"Government",1,8787,"Taylors Lakes Secondary College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","122","238","112","130","242","125","122","247","121","124","245","119","125","244","111","123","234","0","0","0","1450","1450",2021,"F"
